Gm#,Year,Date,Month,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,DATE,OPP,Play,RESULT,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,AVG
14,2014,"Wednesday, Apr 16",April,boxscore,BAL,,TBR,W,3,0,,7-7,3,1.5,Gonzalez,Odorizzi,Hunter,2:53,0,"22,611",16-Apr,vs TB,0,W 3-0,Did not play,,,,,,,,,,,,,,
22,2014,"Friday, Apr 25",April,boxscore,BAL,,KCR,L,0,5,,11-11,2,1.5,Ventura,Jimenez,,2:40,1,"22,478",25-Apr,vs KC,0,L 5-0,Did not play,,,,,,,,,,,,,,
23,2014,"Saturday, Apr 26",April,boxscore,BAL,,KCR,W-wo,3,2,10,12-11,2,1.5,Britton,Duffy,,3:09,1,"34,941",26-Apr,vs KC,0,W 3-2,Did not play,,,,,,,,,,,,,,
24,2014,"Sunday, Apr 27",April,boxscore,BAL,,KCR,L,3,9,,12-12,2,2.5,Shields,Gonzalez,,3:08,0,"38,368",27-Apr,vs KC,0,L 9-3,Did not play,,,,,,,,,,,,,,
25,2014,"Thursday, May 1 (1)",May,boxscore,BAL,,PIT,W,5,1,,13-12,2,0.5,Norris,Morton,Hunter,3:08,0,,1-May,vs PIT,0,W 5-1,Did not play,,,,,,,,,,,,,,
26,2014,"Thursday, May 1 (2)",May,boxscore,BAL,,PIT,W-wo,6,5,10,14-12,2,0.5,Hunter,Pimentel,,3:57,1,"28,290",1-May,vs PIT,1,W 6-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2014,"Friday, May 9",May,boxscore,BAL,,HOU,W,4,3,,19-14,1,up 0.5,Chen,Williams,Hunter,2:29,1,"28,875",9-May,vs HOU,1,W 4-3,4,1,1,0,0,1,1,0,1,0,0,0.235,0.258,0.493,0.161
34,2014,"Saturday, May 10",May,boxscore,BAL,,HOU,W-wo,5,4,10,20-14,1,up 1.5,Webb,Clemens,,3:29,1,"26,264",10-May,vs HOU,1,W 5-4,4,0,0,0,0,0,0,1,1,0,0,0.231,0.229,0.46,0.143
35,2014,"Sunday, May 11",May,boxscore,BAL,,HOU,L,2,5,,20-15,1,up 1.5,Cosart,Tillman,Qualls,3:21,0,"45,944",11-May,vs HOU,1,L 5-2,4,1,2,0,0,0,0,0,2,0,0,0.256,0.256,0.512,0.179
36,2014,"Monday, May 12",May,boxscore,BAL,,DET,L,1,4,,20-16,1,up 1.5,Porcello,Norris,Nathan,2:48,1,"24,517",12-May,vs DET,1,L 4-1,4,0,1,0,0,0,0,0,1,0,0,0.255,0.256,0.511,0.186
37,2014,"Tuesday, May 13",May,boxscore,BAL,,DET,L,1,4,,20-17,1,up 1.5,Miller,Hunter,Nathan,2:57,1,"29,950",13-May,vs DET,1,L 4-1,4,0,1,0,0,0,0,0,0,0,0,0.255,0.255,0.51,0.191
38,2014,"Wednesday, May 14",May,boxscore,BAL,,DET,L,5,7,,20-18,1,up 0.5,Verlander,Gausman,Nathan,3:27,0,"36,727",14-May,vs DET,1,L 7-5,4,1,0,0,0,0,0,1,2,0,0,0.25,0.235,0.485,0.176
45,2014,"Thursday, May 22",May,boxscore,BAL,,CLE,L,7,8,13,23-22,3,1.5,Outman,Patton,Atchison,4:22,1,"18,894",22-May,vs CLE,1,L 8-7,6,1,1,0,0,0,0,0,1,0,0,0.27,0.277,0.547,0.229
46,2014,"Friday, May 23",May,boxscore,BAL,,CLE,W,8,4,,24-22,2,1.5,Norris,House,,2:43,1,"39,602",23-May,vs CLE,0,W 8-4,Did not play,,,,,,,,,,,,,,
47,2014,"Saturday, May 24",May,boxscore,BAL,,CLE,L,0,9,,24-23,3,2.5,Kluber,Jimenez,,3:05,0,"36,873",24-May,vs CLE,0,L 9-0,Did not play,,,,,,,,,,,,,,
48,2014,"Sunday, May 25",May,boxscore,BAL,,CLE,W,4,2,,25-23,3,2.5,Gonzalez,Bauer,Britton,3:12,0,"37,649",25-May,vs CLE,1,W 4-2,2,1,1,0,0,1,1,2,1,0,0,0.29,0.318,0.608,0.235
59,2014,"Friday, Jun 6",June,boxscore,BAL,,OAK,L,3,4,11,30-29,3,6.5,Abad,Meek,Doolittle,3:36,1,"28,076",6-Jun,vs OAK,1,L 4-3,4,1,2,0,0,1,1,0,1,0,0,0.298,0.362,0.66,0.246
60,2014,"Saturday, Jun 7",June,boxscore,BAL,,OAK,W,6,3,,31-29,2,5.5,Gausman,Gray,,2:51,1,"44,202",7-Jun,vs OAK,1,W 6-3,3,0,0,0,0,0,0,1,1,0,0,0.297,0.353,0.65,0.241
61,2014,"Sunday, Jun 8",June,boxscore,BAL,,OAK,L,1,11,,31-30,2,5.5,Kazmir,Jimenez,,3:27,0,"38,244",8-Jun,vs OAK,1,L 11-1,3,0,0,0,0,0,0,0,2,0,0,0.291,0.346,0.637,0.235
62,2014,"Monday, Jun 9",June,boxscore,BAL,,BOS,W,4,0,,32-30,2,5.5,Norris,Peavy,,2:21,1,"19,729",9-Jun,vs BOS,1,W 4-0,4,0,0,0,0,0,0,0,2,0,0,0.283,0.336,0.619,0.229
63,2014,"Tuesday, Jun 10",June,boxscore,BAL,,BOS,L,0,1,,32-31,2,5.5,Workman,Tillman,Uehara,2:32,1,"24,184",10-Jun,vs BOS,1,L 1-0,4,0,0,0,0,0,0,0,1,0,0,0.276,0.326,0.602,0.222
64,2014,"Wednesday, Jun 11",June,boxscore,BAL,,BOS,W,6,0,,33-31,2,4.5,Chen,De La Rosa,,2:49,1,"25,886",11-Jun,vs BOS,1,W 6-0,3,0,0,0,0,0,0,1,1,0,0,0.275,0.32,0.595,0.218
65,2014,"Thursday, Jun 12",June,boxscore,BAL,,TOR,W,4,2,,34-31,2,3.5,Gausman,Buehrle,Britton,2:59,1,"17,403",12-Jun,vs TOR,1,W 4-2,3,1,1,1,0,0,0,1,0,0,0,0.28,0.327,0.607,0.22
66,2014,"Friday, Jun 13",June,boxscore,BAL,,TOR,L,0,4,,34-32,3,4.5,Hutchison,Jimenez,McGowan,2:44,1,"44,031",13-Jun,vs TOR,1,L 4-0,4,0,3,1,0,0,0,0,0,0,0,0.292,0.344,0.636,0.234
67,2014,"Saturday, Jun 14",June,boxscore,BAL,,TOR,W,3,2,,35-32,2,3.5,Norris,Dickey,Britton,3:02,0,"33,901",14-Jun,vs TOR,1,W 3-2,4,0,2,1,0,0,0,0,0,0,0,0.297,0.354,0.651,0.241
68,2014,"Sunday, Jun 15",June,boxscore,BAL,,TOR,L,2,5,,35-33,2,4.5,Happ,Tillman,Janssen,3:07,0,"46,469",15-Jun,vs TOR,1,L 5-2,4,0,0,0,0,0,0,0,1,0,0,0.29,0.346,0.636,0.235
75,2014,"Monday, Jun 23",June,boxscore,BAL,,CHW,W-wo,6,4,,40-35,2,1.5,Brach,Belisario,,3:08,1,"17,931",23-Jun,vs CHW,1,W 6-4,4,0,1,0,0,0,0,0,0,0,0,0.278,0.33,0.608,0.23
76,2014,"Tuesday, Jun 24",June,boxscore,BAL,,CHW,L,2,4,,40-36,2,2.5,Quintana,Gonzalez,Belisario,3:09,1,"20,596",24-Jun,vs CHW,1,L 4-2,3,0,2,0,0,0,0,1,0,0,0,0.287,0.335,0.622,0.237
77,2014,"Wednesday, Jun 25",June,boxscore,BAL,,CHW,W-wo,5,4,12,41-36,2,1.5,Hunter,Webb,,4:03,1,"22,020",25-Jun,vs CHW,1,W 5-4,5,0,1,0,0,0,0,0,1,0,0,0.285,0.332,0.617,0.236
78,2014,"Friday, Jun 27 (1)",June,boxscore,BAL,,TBR,L,2,5,,41-37,2,1.5,Colome,Gausman,McGee,3:14,0,"15,614",27-Jun,vs TB,1,L 5-2,3,1,2,0,0,1,1,0,0,0,0,0.29,0.351,0.641,0.243
79,2014,"Friday, Jun 27 (2)",June,boxscore,BAL,,TBR,W,4,1,,42-37,2,1.5,Tillman,Oviedo,Britton,3:05,1,"34,895",27-Jun,vs TB,1,W 4-1,3,0,0,0,0,0,0,2,1,0,0,0.293,0.346,0.639,0.239
80,2014,"Saturday, Jun 28",June,boxscore,BAL,,TBR,L,4,5,,42-38,2,1.5,Bedard,Chen,McGee,3:13,0,"36,387",28-Jun,vs TB,1,L 5-4,4,1,1,0,0,1,2,0,2,0,0,0.292,0.359,0.651,0.239
81,2014,"Sunday, Jun 29",June,boxscore,BAL,,TBR,L,7,12,,42-39,2,1.5,Cobb,Meek,,3:51,0,"32,665",29-Jun,vs TB,1,L 12-7,4,1,1,0,0,1,2,0,2,0,0,0.291,0.371,0.662,0.239
82,2014,"Monday, Jun 30",June,boxscore,BAL,,TEX,W,7,1,,43-39,2,1,Jimenez,Saunders,,2:53,1,"15,252",30-Jun,vs TEX,0,W 7-1,Did not play,,,,,,,,,,,,,,
83,2014,"Tuesday, Jul 1",July,boxscore,BAL,,TEX,W,8,3,,44-39,2,1,McFarland,Martinez,,2:58,1,"19,150",1-Jul,vs TEX,0,W 8-3,Did not play,,,,,,,,,,,,,,
84,2014,"Wednesday, Jul 2",July,boxscore,BAL,,TEX,W,6,4,,45-39,2,1,Brach,Cotts,Britton,3:14,1,"13,478",2-Jul,vs TEX,0,W 6-4,Did not play,,,,,,,,,,,,,,
85,2014,"Thursday, Jul 3",July,boxscore,BAL,,TEX,W,5,2,,46-39,1,Tied,Chen,Baker,Britton,3:12,1,"24,535",3-Jul,vs TEX,0,W 5-2,Did not play,,,,,,,,,,,,,,
90,2014,"Wednesday, Jul 9",July,boxscore,BAL,,WSN,L,2,6,,49-41,1,up 2.5,Fister,Norris,,2:50,1,"35,575",9-Jul,vs WSH,1,L 6-2,4,1,3,0,0,1,1,0,0,0,0,0.315,0.423,0.738,0.269
91,2014,"Thursday, Jul 10",July,boxscore,BAL,,WSN,W,4,3,,50-41,1,up 3.0,Chen,Gonzalez,Britton,2:45,1,"30,417",10-Jul,vs WSH,1,W 4-3,2,0,0,0,0,0,0,1,1,0,0,0.315,0.419,0.734,0.267
92,2014,"Friday, Jul 11",July,boxscore,BAL,,NYY,W-wo,3,2,10,51-41,1,up 3.0,McFarland,Warren,,3:05,1,"45,389",11-Jul,vs NYY,1,W 3-2,4,1,1,1,0,0,0,0,1,0,0,0.314,0.421,0.735,0.267
93,2014,"Saturday, Jul 12",July,boxscore,BAL,,NYY,L,0,3,,51-42,1,up 3.0,Greene,Tillman,Robertson,3:02,0,"46,667",12-Jul,vs NYY,1,L 3-0,2,0,1,0,0,0,0,1,0,0,0,0.318,0.421,0.739,0.269
94,2014,"Sunday, Jul 13",July,boxscore,BAL,,NYY,W,3,1,5,52-42,1,up 4.0,Gausman,Whitley,,1:39,1,"34,483",13-Jul,vs NYY,1,W 3-1,2,0,1,0,0,0,0,0,0,0,0,0.319,0.422,0.741,0.27
105,2014,"Tuesday, Jul 29",July,boxscore,BAL,,LAA,W-wo,7,6,12,59-46,1,up 2.5,Webb,Rasmus,,4:05,1,"36,882",29-Jul,vs LAA,1,W 7-6,6,1,2,1,0,1,2,0,2,0,0,0.314,0.43,0.744,0.268
106,2014,"Wednesday, Jul 30",July,boxscore,BAL,,LAA,W,4,3,,60-46,1,up 2.5,Gausman,Richards,Britton,2:35,1,"27,195",30-Jul,vs LAA,1,W 4-3,4,1,1,0,0,0,0,0,2,0,0,0.313,0.428,0.741,0.268
107,2014,"Thursday, Jul 31",July,boxscore,BAL,,LAA,L,0,1,13,60-47,1,up 1.5,Santiago,Webb,Street,4:33,1,"24,974",31-Jul,vs LAA,1,L 1-0,6,0,0,0,0,0,0,0,4,0,0,0.307,0.418,0.725,0.262
108,2014,"Friday, Aug 1",August,boxscore,BAL,,SEA,W,2,1,,61-47,1,up 2.5,Chen,Elias,Britton,2:29,1,"39,487",1-Aug,vs SEA,1,W 2-1,4,1,3,1,0,0,1,0,1,0,0,0.313,0.427,0.74,0.269
109,2014,"Saturday, Aug 2",August,boxscore,BAL,,SEA,L,3,6,,61-48,1,up 2.5,Leone,Gonzalez,,3:38,1,"36,508",2-Aug,vs SEA,1,L 6-3,5,0,3,1,0,0,0,0,0,0,0,0.317,0.433,0.75,0.275
110,2014,"Sunday, Aug 3",August,boxscore,BAL,,SEA,W,1,0,,62-48,1,up 3.5,Tillman,Iwakuma,Britton,2:33,0,"35,217",3-Aug,vs SEA,1,W 1-0,3,0,1,0,0,0,0,1,1,0,0,0.32,0.432,0.752,0.276
115,2014,"Friday, Aug 8",August,boxscore,BAL,,STL,W,12,2,,66-49,1,up 5.0,Tillman,Masterson,,2:57,1,"43,743",8-Aug,vs STL,1,W 12-2,4,1,2,0,0,1,3,0,1,0,0,0.318,0.425,0.743,0.27
116,2014,"Saturday, Aug 9",August,boxscore,BAL,,STL,W,10,3,,67-49,1,up 6.0,Jimenez,Lackey,,2:58,0,"40,894",9-Aug,vs STL,1,W 10-3,5,0,3,0,0,0,1,0,1,0,0,0.322,0.428,0.75,0.275
117,2014,"Sunday, Aug 10",August,boxscore,BAL,,STL,L,3,8,,67-50,1,up 5.0,Lynn,Gausman,,3:39,0,"27,779",10-Aug,vs STL,1,L 8-3,5,0,2,0,0,0,0,0,1,0,0,0.323,0.428,0.751,0.277
118,2014,"Monday, Aug 11",August,boxscore,BAL,,NYY,W,11,3,,68-50,1,up 6.0,Norris,Capuano,,3:41,1,"34,018",11-Aug,vs NYY,1,W 11-3,2,1,1,1,0,0,0,0,0,0,0,0.324,0.431,0.755,0.278
119,2014,"Wednesday, Aug 13",August,boxscore,BAL,,NYY,W,5,3,,69-50,1,up 7.5,O'Day,Kelley,Britton,2:45,1,"37,587",13-Aug,vs NYY,0,W 5-3,Did not play,,,,,,,,,,,,,,
129,2014,"Monday, Aug 25",August,boxscore,BAL,,TBR,W,9,1,,74-55,1,up 6.0,Tillman,Odorizzi,,2:56,1,"15,516",25-Aug,vs TB,0,W 9-1,Did not play,,,,,,,,,,,,,,
130,2014,"Tuesday, Aug 26",August,boxscore,BAL,,TBR,W,4,2,,75-55,1,up 7.0,Brach,Balfour,Britton,3:37,1,"16,406",26-Aug,vs TB,0,W 4-2,Did not play,,,,,,,,,,,,,,
131,2014,"Wednesday, Aug 27",August,boxscore,BAL,,TBR,L,1,3,,75-56,1,up 6.0,Smyly,Gausman,McGee,2:44,1,"20,762",27-Aug,vs TB,0,L 3-1,Did not play,,,,,,,,,,,,,,
132,2014,"Thursday, Aug 28",August,boxscore,BAL,,TBR,W,5,4,,76-56,1,up 7.0,Miller,Yates,Britton,3:26,1,"16,915",28-Aug,vs TB,0,W 5-4,Did not play,,,,,,,,,,,,,,
133,2014,"Friday, Aug 29",August,boxscore,BAL,,MIN,W,9,1,,77-56,1,up 7.0,Gonzalez,May,,2:40,1,"27,464",29-Aug,vs MIN,0,W 9-1,Did not play,,,,,,,,,,,,,,
134,2014,"Saturday, Aug 30",August,boxscore,BAL,,MIN,W,3,2,,78-56,1,up 8.0,Miller,Burton,Britton,3:12,1,"30,322",30-Aug,vs MIN,0,W 3-2,Did not play,,,,,,,,,,,,,,
135,2014,"Sunday, Aug 31",August,boxscore,BAL,,MIN,W,12,8,,79-56,1,up 9.0,Chen,Nolasco,Britton,3:33,0,"40,905",31-Aug,vs MIN,0,W 12-8,Did not play,,,,,,,,,,,,,,
136,2014,"Monday, Sep 1",September,boxscore,BAL,,MIN,L,4,6,,79-57,1,up 8.5,Hughes,Gausman,Perkins,2:36,0,"33,156",1-Sep,vs MIN,0,L 6-4,Did not play,,,,,,,,,,,,,,
137,2014,"Tuesday, Sep 2",September,boxscore,BAL,,CIN,W,5,4,,80-57,1,up 9.5,Norris,Latos,Britton,3:07,1,"15,021",,,0,,Did not play,,,,,,,,,,,,,,
138,2014,"Wednesday, Sep 3",September,boxscore,BAL,,CIN,W,6,0,,81-57,1,up 9.5,Gonzalez,Axelrod,,2:36,1,"20,246",,,0,,Did not play,,,,,,,,,,,,,,
139,2014,"Thursday, Sep 4",September,boxscore,BAL,,CIN,W,9,7,,82-57,1,up 9.5,Hunter,Parra,Britton,3:26,1,"21,114",,,0,,Did not play,,,,,,,,,,,,,,
146,2014,"Friday, Sep 12 (1)",September,boxscore,BAL,,NYY,W-wo,2,1,11,87-59,1,up11.5,Brach,Warren,,3:51,0,"31,871",,,0,,Did not play,,,,,,,,,,,,,,
147,2014,"Friday, Sep 12 (2)",September,boxscore,BAL,,NYY,W,5,0,,88-59,1,up11.5,Norris,Mitchell,,2:57,1,"43,707",,,0,,Did not play,,,,,,,,,,,,,,
148,2014,"Saturday, Sep 13",September,boxscore,BAL,,NYY,L,2,3,,88-60,1,up10.5,Greene,Gonzalez,Robertson,3:28,0,"44,231",,,0,,Did not play,,,,,,,,,,,,,,
149,2014,"Sunday, Sep 14",September,boxscore,BAL,,NYY,W-wo,3,2,,89-60,1,up11.5,O'Day,Robertson,,3:04,1,"43,947",,,0,,Did not play,,,,,,,,,,,,,,
150,2014,"Monday, Sep 15",September,boxscore,BAL,,TOR,W,5,2,,90-60,1,up12.5,Chen,Stroman,Britton,3:12,1,"25,061",,,0,,Did not play,,,,,,,,,,,,,,
151,2014,"Tuesday, Sep 16",September,boxscore,BAL,,TOR,W,8,2,,91-60,1,up13.5,Jimenez,Hutchison,,3:02,1,"35,297",,,0,,Did not play,,,,,,,,,,,,,,
152,2014,"Wednesday, Sep 17",September,boxscore,BAL,,TOR,W,6,1,,92-60,1,up14.5,Norris,Happ,,3:13,1,"37,537",,,0,,Did not play,,,,,,,,,,,,,,
153,2014,"Friday, Sep 19",September,boxscore,BAL,,BOS,L,3,5,10,92-61,1,up13.0,Tazawa,O'Day,Mujica,3:42,1,"39,079",,,0,,Did not play,,,,,,,,,,,,,,
154,2014,"Saturday, Sep 20",September,boxscore,BAL,,BOS,W,7,2,,93-61,1,up14.0,Tillman,De La Rosa,,2:51,1,"43,015",,,0,,Did not play,,,,,,,,,,,,,,
155,2014,"Sunday, Sep 21",September,boxscore,BAL,,BOS,L,2,3,,93-62,1,up13.0,Kelly,Gonzalez,Mujica,3:07,0,"38,329",,,0,,Did not play,,,,,,,,,,,,,,
